O*NET-SOC Code,Title,Workplace Example,Element Name,Hot Technology,In Demand
11-2021.00,Marketing Managers,Extensible markup language XML,Enterprise application integration software,Y,N
11-2021.00,Marketing Managers,Facebook,Web page creation and editing software,Y,N
11-2021.00,Marketing Managers,Figma,Graphical user interface development software,Y,N
11-2021.00,Marketing Managers,FileMaker Pro,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Flipgrid,Video creation and editing software,N,N
11-2021.00,Marketing Managers,Fund accounting software,Accounting software,N,N
11-2021.00,Marketing Managers,GitHub,Application server software,Y,N
11-2021.00,Marketing Managers,Google Ads,Sales and marketing software,N,N
11-2021.00,Marketing Managers,Google Analytics,Data mining software,Y,N
11-2021.00,Marketing Managers,Google Docs,Word processing software,Y,N
11-2021.00,Marketing Managers,Google Drive,Cloud-based data access and sharing software,N,N
11-2021.00,Marketing Managers,Google Looker Analytics,Business intelligence and data analysis software,Y,N
11-2021.00,Marketing Managers,Google Meet,Video conferencing software,N,N
11-2021.00,Marketing Managers,Google Slides,Presentation software,N,N
11-2021.00,Marketing Managers,HubSpot software,Sales and marketing software,Y,N
11-2021.00,Marketing Managers,Hypertext markup language HTML,Web platform development software,Y,N
11-2021.00,Marketing Managers,IBM Cognos Impromptu,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,IBM Domino,Communications server software,N,N
11-2021.00,Marketing Managers,IBM InfoSphere DataStage,Enterprise application integration software,N,N
11-2021.00,Marketing Managers,IBM Notes,Electronic mail software,N,N
11-2021.00,Marketing Managers,IBM Power Systems software,Enterprise system management software,N,N
11-2021.00,Marketing Managers,IBM SPSS Statistics,Analytical or scientific software,Y,N
11-2021.00,Marketing Managers,Instagram,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,Intuit QuickBooks,Accounting software,Y,N
11-2021.00,Marketing Managers,JamBoard,Graphics or photo imaging software,N,N
11-2021.00,Marketing Managers,JavaScript,Web platform development software,Y,N
11-2021.00,Marketing Managers,Jupyter Notebook,Object or component oriented development software,N,N
11-2021.00,Marketing Managers,Kapwing,Video creation and editing software,N,N
11-2021.00,Marketing Managers,LAMP Stack,Web platform development software,N,N
11-2021.00,Marketing Managers,LexisNexis,Information retrieval or search software,N,N
11-2021.00,Marketing Managers,LinkedIn,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,LogMeIn GoToMeeting,Video conferencing software,N,N
11-2021.00,Marketing Managers,LogMeIn GoToWebinar,Network conferencing software,N,N
11-2021.00,Marketing Managers,Lyris HQ Web-Analytics Solution,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,Marketo Marketing Automation,Sales and marketing software,Y,N
11-2021.00,Marketing Managers,MarketSharp,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,McAfee,Transaction security and virus protection software,N,N
11-2021.00,Marketing Managers,Mentimeter,Presentation software,N,N
11-2021.00,Marketing Managers,Microsoft Access,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Microsoft Azure software,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Dynamics,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Microsoft Excel,Spreadsheet software,Y,Y
11-2021.00,Marketing Managers,Microsoft Office software,Office suite software,Y,Y
11-2021.00,Marketing Managers,Microsoft Outlook,Electronic mail software,Y,N
11-2021.00,Marketing Managers,Microsoft PowerPoint,Presentation software,Y,Y
11-2021.00,Marketing Managers,Microsoft Project,Project management software,Y,N
11-2021.00,Marketing Managers,Microsoft Publisher,Desktop publishing software,N,N
11-2021.00,Marketing Managers,Microsoft SharePoint,Document management software,Y,N
11-2021.00,Marketing Managers,Microsoft SQL Server,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Microsoft Teams,Project management software,Y,N
11-2021.00,Marketing Managers,Microsoft Visio,Process mapping and design software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic for Applications VBA,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic Scripting Edition VBScript,Development environment software,N,N
11-2021.00,Marketing Managers,Microsoft Word,Word processing software,Y,N
11-2021.00,Marketing Managers,MicroStrategy,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,Minitab,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,MySQL,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Nearpod,Multi-media educational software,N,N
11-2021.00,Marketing Managers,Nedstat Sitestat,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,NetSuite ERP,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N
11-2021.00,Marketing Managers,NoSQL,Data base management system software,Y,N
11-2021.00,Marketing Managers,Online advertising reporting software,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,Oracle Beehive,Expert system software,N,N
11-2021.00,Marketing Managers,Oracle Business Intelligence Enterprise Edition,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,Oracle Database,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Oracle E-Business Suite Financials,Financial analysis software,N,N
11-2021.00,Marketing Managers,Oracle Eloqua,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Oracle Fusion Applications,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Oracle Hyperion,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Oracle JavaServer Pages JSP,Web platform development software,N,N
11-2021.00,Marketing Managers,Oracle PeopleSoft,Enterprise resource planning ERP software,Y,N
11-2021.00,Marketing Managers,Oracle PeopleSoft Financials,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Oracle PL/SQL,Data base management system software,Y,N
11-2021.00,Marketing Managers,Oracle Siebel Server Sync,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Padlet,Computer based training software,N,N
11-2021.00,Marketing Managers,PHP,Web platform development software,Y,N
11-2021.00,Marketing Managers,Python,Object or component oriented development software,Y,N
11-2021.00,Marketing Managers,QAD Marketing Automation,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Qlik Tech QlikView,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,R,Object or component oriented development software,Y,N
11-2021.00,Marketing Managers,Ruby,Development environment software,Y,N
11-2021.00,Marketing Managers,Ruby on Rails,Web platform development software,N,N
11-2021.00,Marketing Managers,Sage SalesLogix,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Salesforce software,Customer relationship management CRM software,Y,Y
11-2021.00,Marketing Managers,Salesforce.com Salesforce CRM,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,SAP Business Objects,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,SAP software,Enterprise resource planning ERP software,Y,N
11-2021.00,Marketing Managers,SAS,Analytical or scientific software,Y,N
11-2021.00,Marketing Managers,Screencast-O-Matic,Video creation and editing software,N,N
11-2021.00,Marketing Managers,Screencastify,Video creation and editing software,N,N
11-2021.00,Marketing Managers,Slack,Cloud-based data access and sharing software,Y,N
11-2021.00,Marketing Managers,SmugMug Flickr,Graphics or photo imaging software,N,N
11-2021.00,Marketing Managers,Social media sites,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,Software as a service SaaS,Cloud-based data access and sharing software,N,N
11-2021.00,Marketing Managers,Splunk Enterprise,Cloud-based management software,Y,N
11-2021.00,Marketing Managers,StataCorp Stata,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,Structured query language SQL,Data base user interface and query software,Y,Y
11-2021.00,Marketing Managers,Swift,Object or component oriented development software,Y,N
11-2021.00,Marketing Managers,Tableau,Business intelligence and data analysis software,Y,N
11-2021.00,Marketing Managers,Tax software,Accounting software,N,N
11-2021.00,Marketing Managers,Teradata Database,Data base management system software,Y,N
11-2021.00,Marketing Managers,The MathWorks MATLAB,Analytical or scientific software,Y,N
11-2021.00,Marketing Managers,TikTok,Video creation and editing software,Y,N
11-2021.00,Marketing Managers,Web browser software,Internet browser software,N,N
11-2021.00,Marketing Managers,WeVideo,Video creation and editing software,N,N
11-2021.00,Marketing Managers,WordPress,Web page creation and editing software,Y,N
11-2021.00,Marketing Managers,Yardi software,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,YouTube,Video creation and editing software,N,N
11-2022.00,Sales Managers,Act!,Customer relationship management CRM software,N,N
11-2022.00,Sales Managers,Adobe Acrobat,Document management software,Y,N
11-2022.00,Sales Managers,Adobe ActionScript,Development environment software,N,N
11-2022.00,Sales Managers,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N
11-2022.00,Sales Managers,Airtable,Data base user interface and query software,N,N
11-2022.00,Sales Managers,Apple Keynote,Presentation software,N,N
11-2022.00,Sales Managers,Avidian Technologies Prophet,Customer relationship management CRM software,N,N
11-2022.00,Sales Managers,Bentley MicroStation,Computer aided design CAD software,Y,N
11-2022.00,Sales Managers,Blackbaud The Raiser's Edge,Customer relationship management CRM software,N,N
11-2022.00,Sales Managers,Contact management software,Calendar and scheduling software,N,N
11-2022.00,Sales Managers,Database software,Data base user interface and query software,N,N
11-2022.00,Sales Managers,Delphi Discovery,Financial analysis software,N,N
11-2022.00,Sales Managers,Delphi Technology,Financial analysis software,N,N
